college_code,college_name,institute_type,choice_code,branch,stage,category,rank,percentile,round,academic_year
2114,"Deogiri Institute of Engineering and Management Studies, Chhatrapati Sambhajinagar (Un-Aided)",,211419110,,Stage-I,GOPEN GST GNTA GNTC GNTD GOBC GSEBC LSEBC PWD-O EWS,16831,79.26,2,2024
2114,"Deogiri Institute of Engineering and Management Studies, Chhatrapati Sambhajinagar (Un-Aided)",,211437210,,Stage-I,GOPEN GST LOPEN LNTA LNTC LOBC,22189,76.38,2,2024
2114,"Deogiri Institute of Engineering and Management Studies, Chhatrapati Sambhajinagar (Un-Aided)",,211491110,,Stage-I,LST LOBC LSEBC EWS,9273,83.77,2,2024
2116,"Matoshri Pratishans Group of Institutions (Integrated Campus), Kupsarwadi , Nanded (Un-Aided)",,211619110,,Stage-I,GOPEN GSC GOBC LOPEN LSC PWD-O DEF-O,40527,67.16,2,2024
2116,"Matoshri Pratishans Group of Institutions (Integrated Campus), Kupsarwadi , Nanded (Un-Aided)",,211624210,,Stage-I,GOPEN GSC GST GOBC GSEBC LOPEN LNTB LOBC EWS,36572,,2,2024
2116,"Matoshri Pratishans Group of Institutions (Integrated Campus), Kupsarwadi , Nanded (Un-Aided)",,211637210,,Stage-I,GOPEN GSC LOPEN,42209,66.0,2,2024
2127,"Mahatma Gandhi Missions College of Engineering, Hingoli Rd, Nanded. (Un-Aided)",,212724610,,Stage-I,GOPEN GSC LST LOBC EWS,15783,79.83,2,2024
2127,"Mahatma Gandhi Missions College of Engineering, Hingoli Rd, Nanded. (Un-Aided)",,212737210,,Stage-I,GST GOBC LOPEN LSEBC,29139,73.0,2,2024
2129,"M.S. Bidve Engineering College, Latur (Un-Aided)",,212924210,,Stage-I,GSEBC LST,3115,88.97,2,2024
2129,"M.S. Bidve Engineering College, Latur (Un-Aided)",,212929810,,Stage-I,GOPEN GSC GST GNTD GOBC GSEBC LST LNTA LOBC LSEBC DEF-O,28411,73.33,2,2024
2129,"M.S. Bidve Engineering College, Latur (Un-Aided)",,212937610,,Stage-I,GOPEN GSC GST GNTB LOPEN,30947,72.11,2,2024
2129,"M.S. Bidve Engineering College, Latur (Un-Aided)",,212961210,,Stage-I,GOPEN GSC GOBC GSEBC LOPEN PWD-O DEF-O,47105,60.77,2,2024
2130,"Terna Public Charitable Trusts College of Engineering, Dharashiv (Un-Aided)",,213024210,,Stage-I,LST LSEBC,10454,83.03,2,2024
2130,"Terna Public Charitable Trusts College of Engineering, Dharashiv (Un-Aided)",,213037210,,Stage-I,GOPEN GSC,37196,69.0,2,2024
2130,"Terna Public Charitable Trusts College of Engineering, Dharashiv (Un-Aided)",,213099510,,Stage-I,GOPEN GNTA LOPEN LST LOBC LSEBC,32830,,2,2024
2133,"Mahatma Basaweshwar Education Societys College of Engineering, Ambejogai (Un-Aided)",,213329310,,Stage-I,GOPEN GSC GNTD GOBC GSEBC LOPEN PWD-O DEF-O EWS,44376,,2,2024
2133,"Mahatma Basaweshwar Education Societys College of Engineering, Ambejogai (Un-Aided)",,213329310,,Stage-II,GOPEN GSC GNTD GOBC GSEBC LOPEN PWD-O DEF-O EWS,47960,58.78,2,2024
2134,"Peoples Education Societys College of Engineering, Chhatrapati Sambhajinagar (Un-Aided)",,213424210,,Stage-I,GOPEN GOBC LOPEN LST,17632,78.8,2,2024
2134,"Peoples Education Societys College of Engineering, Chhatrapati Sambhajinagar (Un-Aided)",,213429310,,Stage-I,GOPEN GSC GST GNTB GOBC GSEBC LOPEN LSC LNTC EWS,41368,,2,2024
2134,"Peoples Education Societys College of Engineering, Chhatrapati Sambhajinagar (Un-Aided)",,213429310,,Stage-II,GOPEN GSC GST GNTB GOBC GSEBC LOPEN LSC LNTC EWS,23405,75.78,2,2024
2134,"Peoples Education Societys College of Engineering, Chhatrapati Sambhajinagar (Un-Aided)",,213437810,,Stage-I,GOPEN GSC GOBC LSC LOBC LSEBC PWD-O,43629,64.94,2,2024
2134,"Peoples Education Societys College of Engineering, Chhatrapati Sambhajinagar (Un-Aided)",,213484410,,Stage-I,GSC GST GOBC LOBC LSEBC EWS,27960,73.54,2,2024
2134,"Peoples Education Societys College of Engineering, Chhatrapati Sambhajinagar (Un-Aided)",,213491210,,Stage-I,GOPEN LOPEN LST LOBC,20550,77.2,2,2024
2135,"Hi-Tech Institute of Technology, Chhatrapati Sambhajinagar (Un-Aided)",,213524210,,Stage-I,GOPEN GSC GST GNTD GOBC GSEBC LOPEN LST LNTB LOBC LSEBC PWD-O DEF-O EWS,18822,78.11,2,2024
2135,"Hi-Tech Institute of Technology, Chhatrapati Sambhajinagar (Un-Aided)",,213591110,,Stage-I,GOPEN GSC LST LNTA LNTC,34925,,2,2024
2135,"Hi-Tech Institute of Technology, Chhatrapati Sambhajinagar (Un-Aided)",,213591110,,Stage-II,GOPEN GSC LST LNTA LNTC,21725,76.59,2,2024
2136,"Aditya Engineering College , Beed (Un-Aided)",,213629310,,Stage-II,GOPEN GSC GNTD GOBC GSEBC LOPEN LSC LST LOBC PWD-O DEF-O EWS,32372,71.44,2,2024
2136,"Aditya Engineering College , Beed (Un-Aided)",,213661210,,Stage-I,GOPEN GSC GST GOBC GSEBC LOPEN LSC LST LSEBC PWD-O DEF-O ORP,36530,,2,2024
2137,"Nagnathappa Halge Engineering College, Parli, Beed (Un-Aided)",,213719110,,Stage-I,GOPEN GNTD LOPEN,48742,,2,2024
2137,"Nagnathappa Halge Engineering College, Parli, Beed (Un-Aided)",,213729710,,Stage-I,GOPEN GSC GSEBC LNTA LNTC LOBC LSEBC,37101,,2,2024
2138,"Matsyodari Shikshan Sansathas College of Engineering and Technology, Jalna (Un-Aided)",,213819110,,Stage-I,GOPEN GSC GNTC LOPEN PWD-O DEF-O,45706,62.84,2,2024
2138,"Matsyodari Shikshan Sansathas College of Engineering and Technology, Jalna (Un-Aided)",,213824210,,Stage-I,GOPEN GST,24540,75.2,2,2024
2138,"Matsyodari Shikshan Sansathas College of Engineering and Technology, Jalna (Un-Aided)",,213861210,,Stage-I,GOPEN GSC GST GNTB GNTC GSEBC LOPEN LSC LST LNTB PWD-O DEF-O EWS,36802,,2,2024
2146,"Adarsh Shikshan Prasarak Mandals K. T. Patil College of Engineering and Technology, Dharashiv (Un-Aided)",,214629710,,Stage-I,GOPEN GSC GST GNTC GOBC GSEBC LST LNTD LOBC LSEBC,32908,,2,2024
2146,"Adarsh Shikshan Prasarak Mandals K. T. Patil College of Engineering and Technology, Dharashiv (Un-Aided)",,214661210,,Stage-I,GOPEN GSC GST GNTB GNTC GNTD GOBC GSEBC LOPEN LSC LOBC LSEBC PWD-O DEF-O,30773,,2,2024
2250,"Aurangabad College of Engineering, Naygaon Savangi, Aurangabad (Un-Aided)",,225024210,,Stage-I,GST LOPEN LOBC EWS,12902,81.49,2,2024
2250,"Aurangabad College of Engineering, Naygaon Savangi, Aurangabad (Un-Aided)",,225029310,,Stage-I,GOPEN GSC GST GNTA GOBC GSEBC LSC LST LOBC DEF-O ORP EWS,18226,78.44,2,2024
2250,"Aurangabad College of Engineering, Naygaon Savangi, Aurangabad (Un-Aided)",,225061210,,Stage-I,GOPEN GST GOBC GSEBC LOPEN LSC LST LNTB LOBC LSEBC PWD-O DEF-O,42062,,2,2024
2252,"Marathwada Shikshan Prasarak Mandals Shri Shivaji Institute of Engineering and Management Studies, Parbhani (Un-Aided)",,225219110,,Stage-I,GOPEN GSC GOBC GSEBC LSC PWD-O DEF-O,44084,64.53,2,2024
2252,"Marathwada Shikshan Prasarak Mandals Shri Shivaji Institute of Engineering and Management Studies, Parbhani (Un-Aided)",,225224210,,Stage-I,GOPEN GSC GST,21882,76.51,2,2024
2252,"Marathwada Shikshan Prasarak Mandals Shri Shivaji Institute of Engineering and Management Studies, Parbhani (Un-Aided)",,225229710,,Stage-I,GOPEN GSC LSEBC,20753,77.11,2,2024
2252,"Marathwada Shikshan Prasarak Mandals Shri Shivaji Institute of Engineering and Management Studies, Parbhani (Un-Aided)",,225261210,,Stage-I,GOBC LOPEN PWD-O DEF-O EWS,29640,,2,2024
2254,"Vilasrao Deshmukh Foundation Group of Institutions, Latur (Un-Aided)",,225419110,,Stage-I,GOPEN GSC GST GNTA GNTC GOBC LOPEN LSC LST LNTB LNTC LOBC PWD-O DEF-O ORP EWS,34151,70.55,2,2024
2254,"Vilasrao Deshmukh Foundation Group of Institutions, Latur (Un-Aided)",,225429310,,Stage-I,GOPEN GSC GST GNTA GNTB GNTD GOBC GSEBC LOPEN LST LNTA LOBC LSEBC DEF-O ORP,28676,73.22,2,2024
2282,"Aditya Education Trusts Mitthulalji Sarada Polytechnic, Nalwandi Road, Beed (Un-Aided)",,228219110,,Stage-I,GOPEN GSC GST GNTC GOBC GSEBC LOPEN LST LOBC LSEBC PWD-O DEF-O ORP,39988,,2,2024
2282,"Aditya Education Trusts Mitthulalji Sarada Polytechnic, Nalwandi Road, Beed (Un-Aided)",,228229310,,Stage-I,GOPEN GSC GST GNTD GOBC GSEBC LSC LST LNTD LOBC LSEBC PWD-O DEF-O,47456,,2,2024
2282,"Aditya Education Trusts Mitthulalji Sarada Polytechnic, Nalwandi Road, Beed (Un-Aided)",,228261210,,Stage-I,GOPEN GST GNTD GOBC GSEBC LOPEN LNTB LOBC PWD-O DEF-O,45139,,2,2024
2522,"STMEIs Sandipani Technical Campus-Faculty of Engineering, Latur. (Un-Aided)",,252224510,,Stage-I,GOPEN GSC GST LOPEN LOBC,29200,,2,2024
2522,"STMEIs Sandipani Technical Campus-Faculty of Engineering, Latur. (Un-Aided)",,252224510,,Stage-II,GOPEN GSC GST LOPEN LOBC,19903,77.54,2,2024
2533,"CSMSS Chh. Shahu College of Engineering, Chhatrapati Sambhajinagar (Un-Aided)",,253329310,,Stage-I,GOPEN GNTC LST LNTB EWS,14579,80.5,2,2024
2533,"CSMSS Chh. Shahu College of Engineering, Chhatrapati Sambhajinagar (Un-Aided)",,253361210,,Stage-I,GOPEN GSC GST GNTB GNTC GSEBC LOPEN LOBC DEF-O,29313,,2,2024
2533,"CSMSS Chh. Shahu College of Engineering, Chhatrapati Sambhajinagar (Un-Aided)",,253361210,,Stage-II,GOPEN GSC GST GNTB GNTC GSEBC LOPEN LOBC DEF-O,37530,68.82,2,2024
2533,"CSMSS Chh. Shahu College of Engineering, Chhatrapati Sambhajinagar (Un-Aided)",,253384410,,Stage-I,GOPEN GOBC LOPEN LST,16903,79.2,2,2024
2533,"CSMSS Chh. Shahu College of Engineering, Chhatrapati Sambhajinagar (Un-Aided)",,253392810,,Stage-I,GOPEN GSC GST GNTB GOBC GSEBC LSC LOBC,20722,77.12,2,2024
2533,"CSMSS Chh. Shahu College of Engineering, Chhatrapati Sambhajinagar (Un-Aided)",,253399510,,Stage-I,GOPEN GOBC LOPEN LST LOBC,12290,81.83,2,2024
2641,Dr. V.K. Patil College of Engineering & Technology (Un-Aided),,264124210,,Stage-I,GOPEN GSC GNTB GOBC GSEBC LOPEN LSC LNTA LOBC DEF-O EWS,40156,67.37,2,2024
2641,Dr. V.K. Patil College of Engineering & Technology (Un-Aided),,264129310,,Stage-I,GOPEN GSC GOBC LOPEN PWD-O DEF-O,33589,,2,2024
2641,Dr. V.K. Patil College of Engineering & Technology (Un-Aided),,264129310,,Stage-II,GOPEN GSC GOBC LOPEN PWD-O DEF-O,48929,53.11,2,2024
2641,Dr. V.K. Patil College of Engineering & Technology (Un-Aided),,264199710,,Stage-I,GOPEN GSC GST GNTC LOPEN LSC LOBC,30757,72.23,2,2024
3033,"Dr. Babasaheb Ambedkar Technological University, Lonere (University Managed)",,303319110,,Stage-I,GOPEN GSC GST GOBC LOPEN PWD-O DEF-O,42885,,2,2024
3033,"Dr. Babasaheb Ambedkar Technological University, Lonere (University Managed)",,303352710,,Stage-I,GOPEN LOPEN,48792,,2,2024
3135,"Manjara Charitable Trusts Rajiv Gandhi Institute of Technology, Mumbai (Un-Aided)",,313537210,,Stage-I,GOPEN GSC GST GNTA GNTB GNTC GOBC GSEBC LOPEN LSC LST LOBC LSEBC PWD-O DEF-O ORP EWS,40235,,2,2024
3135,"Manjara Charitable Trusts Rajiv Gandhi Institute of Technology, Mumbai (Un-Aided)",,313561210,,Stage-I,GOPEN GSC GST GNTB GOBC GSEBC LOPEN LST LNTA LNTB LNTC LSEBC PWD-O DEF-O ORP,33845,,2,2024
3146,"Jawahar Education Societys Annasaheb Chudaman Patil College of Engineering,Kharghar, Navi Mumbai (Un-Aided)",,314629310,,Stage-I,GOPEN GSC GST GNTC GNTD GOBC GSEBC LOPEN LSC LST LOBC LSEBC PWD-O DEF-O ORP,41693,,2,2024
3146,"Jawahar Education Societys Annasaheb Chudaman Patil College of Engineering,Kharghar, Navi Mumbai (Un-Aided)",,314637210,,Stage-I,GOPEN GSC GST GNTC GOBC GSEBC LOPEN LNTA LOBC,43171,,2,2024
3146,"Jawahar Education Societys Annasaheb Chudaman Patil College of Engineering,Kharghar, Navi Mumbai (Un-Aided)",,314661210,,Stage-I,GOPEN GSC GOBC LOPEN PWD-O DEF-O,45559,,2,2024
3146,"Jawahar Education Societys Annasaheb Chudaman Patil College of Engineering,Kharghar, Navi Mumbai (Un-Aided)",,314661210,,Stage-II,GOPEN GSC GOBC LOPEN PWD-O DEF-O,48962,52.47,2,2024
3146,"Jawahar Education Societys Annasaheb Chudaman Patil College of Engineering,Kharghar, Navi Mumbai (Un-Aided)",,314699510,,Stage-I,GOPEN GOBC LOPEN LST,11044,82.63,2,2024
3147,"Saraswati Education Society, Yadavrao Tasgaonkar Institute of Engineering & Technology, Karjat (Un-Aided)",,314724510,,Stage-I,GOPEN GSC GST GNTC GOBC GSEBC LOPEN LSC LST LNTA LNTC LNTD LOBC LSEBC PWD-O,25841,,2,2024
3147,"Saraswati Education Society, Yadavrao Tasgaonkar Institute of Engineering & Technology, Karjat (Un-Aided)",,314724510,,Stage-II,GOPEN GSC GST GNTC GOBC GSEBC LOPEN LSC LST LNTA LNTC LNTD LOBC LSEBC PWD-O,22814,76.06,2,2024
3147,"Saraswati Education Society, Yadavrao Tasgaonkar Institute of Engineering & Technology, Karjat (Un-Aided)",,314724610,,Stage-I,GOPEN GSC GST GNTA GNTB GNTC GNTD GOBC GSEBC LOPEN LSC LST LNTA LOBC LSEBC PWD-O DEF-O ORP,42148,,2,2024
3147,"Saraswati Education Society, Yadavrao Tasgaonkar Institute of Engineering & Technology, Karjat (Un-Aided)",,314761210,,Stage-I,GOPEN GSC GST LOPEN PWD-O DEF-O EWS,39310,,2,2024
3147,"Saraswati Education Society, Yadavrao Tasgaonkar Institute of Engineering & Technology, Karjat (Un-Aided)",,314761210,,Stage-II,GOPEN GSC GST LOPEN PWD-O DEF-O EWS,49032,50.15,2,2024
3148,"Mahavir Education Trusts Shah & Anchor Kutchhi Engineering College, Mumbai (Un-Aided Linguistic Minority - Gujarath)",,314837210,,Stage-I,GOPEN LOPEN MI MI-MH,26626,74.18,2,2024
3148,"Mahavir Education Trusts Shah & Anchor Kutchhi Engineering College, Mumbai (Un-Aided Linguistic Minority - Gujarath)",,314837810,,Stage-I,GOPEN LOPEN MI-MH,46878,61.21,2,2024
3148,"Mahavir Education Trusts Shah & Anchor Kutchhi Engineering College, Mumbai (Un-Aided Linguistic Minority - Gujarath)",,314892810,,Stage-I,GOPEN LOPEN,45335,,2,2024
3154,"Saraswati Education Societys Saraswati College of Engineering,Kharghar Navi Mumbai (Un-Aided)",,315419110,,Stage-I,GOPEN GSC GNTA GOBC LOPEN PWD-O DEF-O,49036,50.11,2,2024
3154,"Saraswati Education Societys Saraswati College of Engineering,Kharghar Navi Mumbai (Un-Aided)",,315491110,,Stage-I,GOBC LST,6718,85.6,2,2024
3175,"M.G.M.s College of Engineering and Technology, Kamothe, Navi Mumbai (Un-Aided)",,317519110,,Stage-I,GOPEN GSC GOBC LOPEN LSC LOBC PWD-O DEF-O,48489,,2,2024
3175,"M.G.M.s College of Engineering and Technology, Kamothe, Navi Mumbai (Un-Aided)",,317524510,,Stage-I,GOPEN GSC GNTC GOBC LOPEN LSC LST LOBC PWD-O EWS,10265,83.14,2,2024
3175,"M.G.M.s College of Engineering and Technology, Kamothe, Navi Mumbai (Un-Aided)",,317524610,,Stage-I,GOPEN GST GNTB GOBC LOPEN LST LNTC LNTD LOBC EWS,20466,,2,2024
3175,"M.G.M.s College of Engineering and Technology, Kamothe, Navi Mumbai (Un-Aided)",,317529310,,Stage-I,GOPEN GSC GNTA GNTC GOBC GSEBC LOPEN LNTA LNTB LNTD LOBC LSEBC PWD-O DEF-O EWS,47973,,2,2024
3175,"M.G.M.s College of Engineering and Technology, Kamothe, Navi Mumbai (Un-Aided)",,317537210,,Stage-I,GOPEN GSC GST GNTB GNTC GOBC LOPEN LSC LNTA LOBC,46979,,2,2024
3175,"M.G.M.s College of Engineering and Technology, Kamothe, Navi Mumbai (Un-Aided)",,317550710,,Stage-I,GOPEN LOPEN PWD-O,48113,,2,2024
3175,"M.G.M.s College of Engineering and Technology, Kamothe, Navi Mumbai (Un-Aided)",,317550710,,Stage-II,GOPEN LOPEN PWD-O,48632,55.83,2,2024
3175,"M.G.M.s College of Engineering and Technology, Kamothe, Navi Mumbai (Un-Aided)",,317591110,,Stage-I,GOPEN GST GNTC GNTD GSEBC LOPEN LSEBC PWD-O DEF-O,14148,80.74,2,2024
3175,"M.G.M.s College of Engineering and Technology, Kamothe, Navi Mumbai (Un-Aided)",,317591210,,Stage-I,GOPEN GST GSEBC LOPEN LST LNTD EWS,14887,,2,2024
3182,"Thadomal Shahani Engineering College, Bandra, Mumbai (Un-Aided Linguistic Minority - Sindhi)",,318250710,,Stage-I,GOPEN MI-MH,39205,67.93,2,2024
3184,"Fr. Conceicao Rodrigues College of Engineering, Bandra,Mumbai (Un-Aided Religious Minority - Christian)",,318461210,,Stage-I,GOPEN LOPEN MI-MH,17839,,2,2024
3184,"Fr. Conceicao Rodrigues College of Engineering, Bandra,Mumbai (Un-Aided Religious Minority - Christian)",,318461210,,Stage-II,GOPEN LOPEN MI-MH,41231,66.72,2,2024
3185,"Vivekanand Education Societys Institute of Technology, Chembur, Mumbai (Un-Aided Autonomous Linguistic Minority - Sindhi)",,318537210,,Stage-I,GOPEN MI-MH,7759,84.82,2,2024
3187,"N.Y.S.S.s Datta Meghe College of Engineering, Airoli, Navi Mumbai (Un-Aided)",,318737210,,Stage-I,GOPEN GSC GST GNTB GNTC GOBC GSEBC LOPEN LNTD LOBC PWD-O DEF-O,40538,,2,2024
3187,"N.Y.S.S.s Datta Meghe College of Engineering, Airoli, Navi Mumbai (Un-Aided)",,318791810,,Stage-I,GOPEN GSC GST GNTA GNTB GNTC GNTD GOBC GSEBC LOPEN LOBC PWD-O DEF-O,22563,,2,2024
3189,"Bharati Vidyapeeth College of Engineering, Navi Mumbai (Un-Aided)",,318937210,,Stage-I,GOPEN GSC GST GNTB GOBC LOPEN LSC LOBC EWS,39816,,2,2024
3190,"Terna Engineering College, Nerul, Navi Mumbai (Un-Aided)",,319019110,,Stage-I,GOPEN GSC GST GNTC GNTD GOBC GSEBC LOPEN LNTA LNTB LOBC LSEBC DEF-O,23048,,2,2024
3190,"Terna Engineering College, Nerul, Navi Mumbai (Un-Aided)",,319019110,,Stage-II,GOPEN GSC GST GNTC GNTD GOBC GSEBC LOPEN LNTA LNTB LOBC LSEBC DEF-O,19613,77.68,2,2024
3190,"Terna Engineering College, Nerul, Navi Mumbai (Un-Aided)",,319037610,,Stage-I,GOPEN GSC GOBC LOPEN,47610,,2,2024
3190,"Terna Engineering College, Nerul, Navi Mumbai (Un-Aided)",,319061210,,Stage-I,GOPEN GSC GOBC LOPEN,48697,,2,2024
3190,"Terna Engineering College, Nerul, Navi Mumbai (Un-Aided)",,319062410,,Stage-I,GSC GST GOBC GSEBC LOPEN LNTA LNTD,22168,,2,2024
3192,"Smt. Indira Gandhi College of Engineering, Navi Mumbai (Un-Aided)",,319229310,,Stage-II,GOPEN GSC GST GNTD GOBC GSEBC LST LOBC LSEBC PWD-O DEF-O EWS,7783,84.8,2,2024
