college_code,college_name,institute_type,choice_code,branch,stage,category,rank,percentile,round,academic_year
3192,"Smt. Indira Gandhi College of Engineering, Navi Mumbai (Un-Aided)",,319292010,,Stage-I,GOPEN GST EWS,12509,81.71,2,2024
3192,"Smt. Indira Gandhi College of Engineering, Navi Mumbai (Un-Aided)",,319299510,,Stage-I,GOPEN GOBC LST EWS,11921,82.06,2,2024
3193,"Shivajirao S. Jondhale College of Engineering, Dombivali,Mumbai (Un-Aided)",,319350710,,Stage-I,GOPEN GSC GST GNTA GNTB GNTD GOBC GSEBC LOPEN LST LNTD LSEBC DEF-O,43008,65.44,2,2024
3193,"Shivajirao S. Jondhale College of Engineering, Dombivali,Mumbai (Un-Aided)",,319361210,,Stage-I,GOPEN GSC GNTC LOPEN LSC PWD-O DEF-O EWS,42560,,2,2024
3193,"Shivajirao S. Jondhale College of Engineering, Dombivali,Mumbai (Un-Aided)",,319361210,,Stage-II,GOPEN GSC GNTC LOPEN LSC PWD-O DEF-O EWS,47344,60.29,2,2024
3193,"Shivajirao S. Jondhale College of Engineering, Dombivali,Mumbai (Un-Aided)",,319392110,,Stage-I,GOPEN GSC LOPEN LSC LST LNTC,33987,,2,2024
3193,"Shivajirao S. Jondhale College of Engineering, Dombivali,Mumbai (Un-Aided)",,319392110,,Stage-II,GOPEN GSC LOPEN LSC LST LNTC,15306,80.06,2,2024
3194,"Vidyavardhinis College of Engineering and Technology, Vasai (Un-Aided)",,319424510,,Stage-I,GSC LST EWS,2440,89.83,2,2024
3196,"Lokmanya Tilak College of Engineering, Kopar Khairane, Navi Mumbai (Un-Aided Linguistic Minority - Hindi)",,319629310,,Stage-I,GOPEN MI MI-MH,22521,76.22,2,2024
3196,"Lokmanya Tilak College of Engineering, Kopar Khairane, Navi Mumbai (Un-Aided Linguistic Minority - Hindi)",,319637210,,Stage-I,GOPEN LOPEN MI-MH,48099,58.35,2,2024
3197,"Agnel Charities FR. C. Rodrigues Institute of Technology, Vashi, Navi Mumbai (Un-Aided Religious Minority - Christian)",,319724610,,Stage-I,GOPEN MI-MH,2219,90.11,2,2024
3197,"Agnel Charities FR. C. Rodrigues Institute of Technology, Vashi, Navi Mumbai (Un-Aided Religious Minority - Christian)",,319729310,,Stage-I,GOPEN MI-MH,6511,85.79,2,2024
3197,"Agnel Charities FR. C. Rodrigues Institute of Technology, Vashi, Navi Mumbai (Un-Aided Religious Minority - Christian)",,319737210,,Stage-I,GOPEN MI-MH,10566,82.94,2,2024
3197,"Agnel Charities FR. C. Rodrigues Institute of Technology, Vashi, Navi Mumbai (Un-Aided Religious Minority - Christian)",,319761210,,Stage-I,GOPEN MI-MH,15394,80.05,2,2024
3198,"Konkan Gyanpeeth College of Engineering, Karjat (Un-Aided)",,319824510,,Stage-I,GOPEN GNTD GOBC GSEBC LOPEN LOBC,21329,76.8,2,2024
3200,"Hope Foundation and research centers Finolex Academy of Management and Technology, Ratnagiri (Un-Aided)",,320037210,,Stage-I,GOPEN LST LSEBC,18985,,2,2024
3200,"Hope Foundation and research centers Finolex Academy of Management and Technology, Ratnagiri (Un-Aided)",,320037210,,Stage-II,GOPEN LST LSEBC,11480,82.35,2,2024
3200,"Hope Foundation and research centers Finolex Academy of Management and Technology, Ratnagiri (Un-Aided)",,320061210,,Stage-I,GOPEN GSC GST GNTC GNTD GOBC GSEBC LOPEN LSC LNTA LNTB LSEBC PWD-O,16742,,2,2024
3200,"Hope Foundation and research centers Finolex Academy of Management and Technology, Ratnagiri (Un-Aided)",,320061210,,Stage-II,GOPEN GSC GST GNTC GNTD GOBC GSEBC LOPEN LSC LNTA LNTB LSEBC PWD-O,31395,71.9,2,2024
3203,"Atharva College of Engineering,Malad(West),Mumbai (Un-Aided)",,320329310,,Stage-I,GOPEN GSC GST GNTA GNTC GOBC GSEBC LOPEN LOBC LSEBC PWD-O DEF-O,46531,,2,2024
3204,"St. Francis Institute of Technology,Borivali, Mumbai (Un-Aided Religious Minority - Christian)",,320437210,,Stage-I,GOPEN LOPEN MI-MH,44080,,2,2024
3204,"St. Francis Institute of Technology,Borivali, Mumbai (Un-Aided Religious Minority - Christian)",,320437210,,Stage-II,GOPEN LOPEN MI-MH,49077,45.85,2,2024
3204,"St. Francis Institute of Technology,Borivali, Mumbai (Un-Aided Religious Minority - Christian)",,320461210,,Stage-I,GOPEN LOPEN MI MI-MH,15812,,2,2024
3204,"St. Francis Institute of Technology,Borivali, Mumbai (Un-Aided Religious Minority - Christian)",,320461210,,Stage-II,GOPEN LOPEN MI MI-MH,39598,67.69,2,2024
3206,"S.S.P.M.s College of Engineering, Kankavli (Un-Aided)",,320624510,,Stage-I,GOPEN GSC GST GNTA GOBC LOPEN LSC LOBC PWD-O DEF-O EWS,41003,,2,2024
3207,"Mahatma Education Societys Pillai College of Engineering, New Panvel (Un-Aided Autonomous Linguistic Minority - Malyalam)",,320724510,,Stage-I,GOPEN MI-MH,4692,87.38,2,2024
3207,"Mahatma Education Societys Pillai College of Engineering, New Panvel (Un-Aided Autonomous Linguistic Minority - Malyalam)",,320724610,,Stage-I,GOPEN MI-MH,5512,86.63,2,2024
3207,"Mahatma Education Societys Pillai College of Engineering, New Panvel (Un-Aided Autonomous Linguistic Minority - Malyalam)",,320737210,,Stage-I,GOPEN LOPEN MI-MH,47669,60.0,2,2024
3207,"Mahatma Education Societys Pillai College of Engineering, New Panvel (Un-Aided Autonomous Linguistic Minority - Malyalam)",,320760210,,Stage-I,GOPEN LOPEN MI-MH,36691,,2,2024
3207,"Mahatma Education Societys Pillai College of Engineering, New Panvel (Un-Aided Autonomous Linguistic Minority - Malyalam)",,320760210,,Stage-II,GOPEN LOPEN MI-MH,47652,60.0,2,2024
3207,"Mahatma Education Societys Pillai College of Engineering, New Panvel (Un-Aided Autonomous Linguistic Minority - Malyalam)",,320761210,,Stage-I,GOPEN LOPEN MI-MH,16181,,2,2024
3207,"Mahatma Education Societys Pillai College of Engineering, New Panvel (Un-Aided Autonomous Linguistic Minority - Malyalam)",,320761210,,Stage-II,GOPEN LOPEN MI-MH,36536,69.38,2,2024
3207,"Mahatma Education Societys Pillai College of Engineering, New Panvel (Un-Aided Autonomous Linguistic Minority - Malyalam)",,320790010,,Stage-I,GOPEN MI-MH,14442,80.57,2,2024
3208,"Don Bosco Institute of Technology, Mumbai (Un-Aided Religious Minority - Roman Cat)",,320837210,,Stage-I,GOPEN LOPEN MI-MH,29699,72.74,2,2024
3208,"Don Bosco Institute of Technology, Mumbai (Un-Aided Religious Minority - Roman Cat)",,320861210,,Stage-I,GOPEN LOPEN MI-MH,22904,,2,2024
3208,"Don Bosco Institute of Technology, Mumbai (Un-Aided Religious Minority - Roman Cat)",,320861210,,Stage-II,GOPEN LOPEN MI-MH,38284,68.41,2,2024
3209,K J Somaiya Institute of Technology (Un-Aided Autonomous Linguistic Minority - Gujarath),,320937210,,Stage-I,GOPEN LOPEN MI MI-MH,22967,76.0,2,2024
3210,"Excelsior Education Societys K.C. College of Engineering and Management Studies and Research, Kopri, Thane (E) (Un-Aided Linguistic Minority - Punjabi)",,321024610,,Stage-I,GOPEN MI-MH,10069,83.26,2,2024
3210,"Excelsior Education Societys K.C. College of Engineering and Management Studies and Research, Kopri, Thane (E) (Un-Aided Linguistic Minority - Punjabi)",,321037210,,Stage-I,GOPEN LOPEN MI-MH,46296,62.06,2,2024
3211,"S.I.E.S. Graduate School of Technology, Nerul, Navi Mumbai (Un-Aided Linguistic Minority - Tamil)",,321124610,,Stage-I,GOPEN MI-MH,4463,87.6,2,2024
3211,"S.I.E.S. Graduate School of Technology, Nerul, Navi Mumbai (Un-Aided Linguistic Minority - Tamil)",,321137210,,Stage-I,GOPEN MI-MH,25152,75.0,2,2024
3211,"S.I.E.S. Graduate School of Technology, Nerul, Navi Mumbai (Un-Aided Linguistic Minority - Tamil)",,321161210,,Stage-I,GOPEN LOPEN MI-MH,35179,,2,2024
3211,"S.I.E.S. Graduate School of Technology, Nerul, Navi Mumbai (Un-Aided Linguistic Minority - Tamil)",,321161210,,Stage-II,GOPEN LOPEN MI-MH,47755,59.33,2,2024
3211,"S.I.E.S. Graduate School of Technology, Nerul, Navi Mumbai (Un-Aided Linguistic Minority - Tamil)",,321192110,,Stage-I,GOPEN MI-MH,4514,87.54,2,2024
3212,"WATUMULL INSTITUTE OF ELECTRONICS ENGINEERING & COMPUTER TECHNOLOGY, ULHASNAGAR (Un-Aided Linguistic Minority - Sindhi)",,321224510,,Stage-I,GOPEN MI-MH,21776,76.57,2,2024
3216,"Gharda Foundations Gharda Institute of Technology,Khed, Ratnagiri (Un-Aided)",,321637210,,Stage-I,GOPEN GSC GOBC LOPEN LOBC EWS,47109,,2,2024
3216,"Gharda Foundations Gharda Institute of Technology,Khed, Ratnagiri (Un-Aided)",,321637210,,Stage-II,GOPEN GSC GOBC LOPEN LOBC EWS,29249,72.97,2,2024
3216,"Gharda Foundations Gharda Institute of Technology,Khed, Ratnagiri (Un-Aided)",,321691110,,Stage-I,GOPEN GST GOBC GSEBC LNTB LNTC LOBC,30155,,2,2024
3217,"Vighnaharata Trusts Shivajirao S. Jondhale College of Engineering & Technology, Shahapur, Asangaon, Dist Thane (Un-Aided)",,321719110,,Stage-I,GST GNTA GNTC GOBC GSEBC LOPEN LSC LST LNTD PWD-O DEF-O,16621,,2,2024
3217,"Vighnaharata Trusts Shivajirao S. Jondhale College of Engineering & Technology, Shahapur, Asangaon, Dist Thane (Un-Aided)",,321737210,,Stage-I,GOPEN GSC PWD-O DEF-O,46361,61.94,2,2024
3217,"Vighnaharata Trusts Shivajirao S. Jondhale College of Engineering & Technology, Shahapur, Asangaon, Dist Thane (Un-Aided)",,321761210,,Stage-I,GSC GNTB GOBC LSC LOBC PWD-O DEF-O,39961,,2,2024
3218,"Aldel Education Trusts St. John College of Engineering & Management, Vevoor, Palghar (Un-Aided Religious Minority - Christian)",,321824610,,Stage-I,LOPEN MI-MH,17726,78.74,2,2024
3218,"Aldel Education Trusts St. John College of Engineering & Management, Vevoor, Palghar (Un-Aided Religious Minority - Christian)",,321890010,,Stage-I,GOPEN LOPEN MI-MH,46886,61.2,2,2024
3218,"Aldel Education Trusts St. John College of Engineering & Management, Vevoor, Palghar (Un-Aided Religious Minority - Christian)",,321891210,,Stage-I,GOPEN MI-MH,23196,75.89,2,2024
3218,"Aldel Education Trusts St. John College of Engineering & Management, Vevoor, Palghar (Un-Aided Religious Minority - Christian)",,321892110,,Stage-I,GOPEN MI-MH,23295,75.83,2,2024
3219,"Koti Vidya Charitable Trusts Smt. Alamuri Ratnamala Institute of Engineering and Technology, Sapgaon, Tal. Shahapur (Un-Aided Linguistic Minority - Hindi)",,321919110,,Stage-I,GOPEN MI-MH,48351,57.42,2,2024
3219,"Koti Vidya Charitable Trusts Smt. Alamuri Ratnamala Institute of Engineering and Technology, Sapgaon, Tal. Shahapur (Un-Aided Linguistic Minority - Hindi)",,321924510,,Stage-I,GOPEN LOPEN MI MI-MH,48921,53.16,2,2024
3219,"Koti Vidya Charitable Trusts Smt. Alamuri Ratnamala Institute of Engineering and Technology, Sapgaon, Tal. Shahapur (Un-Aided Linguistic Minority - Hindi)",,321929310,,Stage-I,GOPEN MI-MH,49066,47.26,2,2024
3219,"Koti Vidya Charitable Trusts Smt. Alamuri Ratnamala Institute of Engineering and Technology, Sapgaon, Tal. Shahapur (Un-Aided Linguistic Minority - Hindi)",,321961210,,Stage-II,LOPEN MI-MH,48734,55.13,2,2024
3219,"Koti Vidya Charitable Trusts Smt. Alamuri Ratnamala Institute of Engineering and Technology, Sapgaon, Tal. Shahapur (Un-Aided Linguistic Minority - Hindi)",,321991110,,Stage-I,GOPEN LOPEN MI-MH,44431,64.22,2,2024
3220,Yadavrao Tasgaonkar College of Engineering & Management (Un-Aided),,322024610,,Stage-I,GOPEN GSC GST GOBC LOPEN LSC LNTA LNTD LOBC PWD-O DEF-O,45895,,2,2024
3221,"Late Shri. Vishnu Waman Thakur Charitable Trust, Viva Institute of Technology, Shirgaon (Un-Aided)",,322129310,,Stage-I,GOPEN LOPEN,48050,,2,2024
3221,"Late Shri. Vishnu Waman Thakur Charitable Trust, Viva Institute of Technology, Shirgaon (Un-Aided)",,322191110,,Stage-I,GOPEN GST GNTC GNTD GOBC GSEBC LOPEN LST LNTB LSEBC DEF-O,13059,81.38,2,2024
3223,"Mahatma Education Societys Pillai HOC College of Engineering & Technology, Tal. Khalapur. Dist. Raigad (Un-Aided Linguistic Minority - Malyalam)",,322324610,,Stage-I,GOPEN LOPEN MI-MH,19068,78.0,2,2024
3223,"Mahatma Education Societys Pillai HOC College of Engineering & Technology, Tal. Khalapur. Dist. Raigad (Un-Aided Linguistic Minority - Malyalam)",,322361210,,Stage-I,GOPEN MI-MH,48268,57.8,2,2024
3223,"Mahatma Education Societys Pillai HOC College of Engineering & Technology, Tal. Khalapur. Dist. Raigad (Un-Aided Linguistic Minority - Malyalam)",,322390010,,Stage-I,GOPEN LOPEN MI-MH,23071,,2,2024
3223,"Mahatma Education Societys Pillai HOC College of Engineering & Technology, Tal. Khalapur. Dist. Raigad (Un-Aided Linguistic Minority - Malyalam)",,322390010,,Stage-II,GOPEN LOPEN MI-MH,30625,72.29,2,2024
3223,"Mahatma Education Societys Pillai HOC College of Engineering & Technology, Tal. Khalapur. Dist. Raigad (Un-Aided Linguistic Minority - Malyalam)",,322392610,,Stage-I,GOPEN LOPEN MI-MH,47034,60.9,2,2024
3224,"Leela Education Society, G.V. Acharya Institute of Engineering and Technology, Shelu, Karjat (Un-Aided)",,322424510,,Stage-I,GOPEN GSC GST GNTA GNTB GOBC GSEBC LOPEN LST LNTD LOBC LSEBC PWD-O DEF-O,37268,,2,2024
3224,"Leela Education Society, G.V. Acharya Institute of Engineering and Technology, Shelu, Karjat (Un-Aided)",,322424510,,Stage-II,GOPEN GSC GST GNTA GNTB GOBC GSEBC LOPEN LST LNTD LOBC LSEBC PWD-O DEF-O,30141,72.51,2,2024
3224,"Leela Education Society, G.V. Acharya Institute of Engineering and Technology, Shelu, Karjat (Un-Aided)",,322492010,,Stage-I,GOPEN GOBC LOPEN,46119,,2,2024
3277,"Shree Shankar Narayan Education Trust,Pravin Patil College of Diploma Engg. & Technology, Bhayinder (E) Western Rly (Un-Aided)",,327793410,,Stage-I,GOPEN GSC GST GNTA GNTB GNTC GNTD GOBC LOPEN LSC LNTA LNTB LNTC LNTD DEF-O EWS,37423,68.89,2,2024
3351,"Bharat College of Engineering, Kanhor, Badlapur(W) (Un-Aided)",,335119110,,Stage-II,GOPEN GSC LOPEN LSC LOBC DEF-O,46967,61.05,2,2024
3351,"Bharat College of Engineering, Kanhor, Badlapur(W) (Un-Aided)",,335191110,,Stage-I,GOPEN GSC GST GOBC GSEBC LOPEN LSC LST LNTA LNTC,38627,,2,2024
3353,"Dilkap Research Institute Of Engineering and Management Studies, At.Mamdapur, Post- Neral, Tal- Karjat, Mumbai (Un-Aided)",,335324510,,Stage-I,GOPEN GSC GST GNTC GOBC GSEBC LOPEN LSC LST LNTC LOBC LSEBC PWD-O DEF-O,32523,,2,2024
3423,"Shree L.R. Tiwari College of Engineering, Mira Road, Mumbai (Un-Aided Linguistic Minority - Hindi)",,342319110,,Stage-I,GOPEN LOPEN MI MI-MH,43641,64.94,2,2024
3423,"Shree L.R. Tiwari College of Engineering, Mira Road, Mumbai (Un-Aided Linguistic Minority - Hindi)",,342337210,,Stage-I,GOPEN LOPEN,41069,,2,2024
3436,"B.R. Harne College of Engineering & Technology, Karav, Tal-Ambernath. (Un-Aided)",,343691110,,Stage-I,GOPEN GOBC LOPEN LSEBC PWD-O DEF-O,42389,,2,2024
3436,"B.R. Harne College of Engineering & Technology, Karav, Tal-Ambernath. (Un-Aided)",,343691110,,Stage-II,GOPEN GOBC LOPEN LSEBC PWD-O DEF-O,47900,58.97,2,2024
3440,"Metropolitan Institute of Technology & Management, Sukhalwad, Sindhudurg. (Un-Aided)",,344024510,,Stage-I,GOPEN GSC PWD-O DEF-O,44888,63.77,2,2024
3445,"Vishvatmak Jangli Maharaj Ashram Trusts Vishvatmak Om Gurudev College of Engineering, Mohili-Aghai, Shahpur. (Un-Aided)",,344524510,,Stage-I,GOPEN GST GOBC LOPEN LST LNTA LNTD LOBC,47744,,2,2024
3447,"G.M.Vedak Institute of Technology, Tala, Raigad. (Un-Aided)",,344761210,,Stage-II,GOPEN GSC GST LOPEN PWD-O DEF-O,48975,52.06,2,2024
3460,"Universal College of Engineering,Kaman Dist. Palghar (Un-Aided Linguistic Minority - Gujarath)",,346092110,,Stage-I,GOPEN LOPEN MI-MH,21922,76.51,2,2024
3460,"Universal College of Engineering,Kaman Dist. Palghar (Un-Aided Linguistic Minority - Gujarath)",,346092410,,Stage-I,GOPEN LOPEN MI-MH,30743,72.23,2,2024
3462,"VPMs Maharshi Parshuram College of Engineering, Velneshwar, Ratnagiri. (Un-Aided)",,346219110,,Stage-I,GOPEN LOPEN PWD-O DEF-O,35577,,2,2024
3462,"VPMs Maharshi Parshuram College of Engineering, Velneshwar, Ratnagiri. (Un-Aided)",,346229310,,Stage-I,GOPEN GSC GST GNTA LOPEN LST LNTB LOBC PWD-O DEF-O EWS,46391,,2,2024
3467,"Vishwaniketans Institute of Management Entrepreneurship and Engineering Technology(i MEET), Khalapur Dist Raigad (Un-Aided)",,346761210,,Stage-I,GOPEN GOBC PWD-O EWS,23998,75.49,2,2024
3470,YASHWANTRAO BHONSALE INSTITUTE OF TECHNOLOGY (Un-Aided),,347029310,,Stage-I,GOPEN LOPEN PWD-O,27014,,2,2024
3470,YASHWANTRAO BHONSALE INSTITUTE OF TECHNOLOGY (Un-Aided),,347029310,,Stage-II,GOPEN LOPEN PWD-O,48242,57.89,2,2024
3471,"New Horizon Institute of Technology & Management, Thane (Un-Aided)",,347124510,,Stage-I,GOPEN GST GNTB GNTD GOBC LOPEN LST LNTA LOBC LSEBC PWD-O EWS,20941,,2,2024
3471,"New Horizon Institute of Technology & Management, Thane (Un-Aided)",,347124510,,Stage-II,GOPEN GST GNTB GNTD GOBC LOPEN LST LNTA LOBC LSEBC PWD-O EWS,12255,81.88,2,2024
3471,"New Horizon Institute of Technology & Management, Thane (Un-Aided)",,347125710,,Stage-I,GOPEN GST GNTC GOBC LOPEN,14861,80.34,2,2024
3471,"New Horizon Institute of Technology & Management, Thane (Un-Aided)",,347199510,,Stage-I,GOPEN GNTC GOBC LST LNTA EWS,29342,,2,2024
3471,"New Horizon Institute of Technology & Management, Thane (Un-Aided)",,347199510,,Stage-II,GOPEN GNTC GOBC LST LNTA EWS,13175,81.31,2,2024
3475,"A. P. Shah Institute of Technology, Thane (Un-Aided Religious Minority - Jain)",,347519110,,Stage-I,GOPEN MI-MH,40594,67.11,2,2024
3475,"A. P. Shah Institute of Technology, Thane (Un-Aided Religious Minority - Jain)",,347561210,,Stage-I,GOPEN LOPEN MI-MH,45431,,2,2024
3475,"A. P. Shah Institute of Technology, Thane (Un-Aided Religious Minority - Jain)",,347561210,,Stage-II,GOPEN LOPEN MI-MH,48587,56.15,2,2024
3475,"A. P. Shah Institute of Technology, Thane (Un-Aided Religious Minority - Jain)",,347591110,,Stage-I,GOPEN MI-MH,8787,84.11,2,2024
3477,"Chhartrapati Shivaji Maharaj Institute of Technology, Shedung, Panvel (Un-Aided)",,347724510,,Stage-I,GOPEN GST GOBC GSEBC LOPEN LSC LOBC LSEBC,17790,78.69,2,2024
3503,"Indala College Of Engineering, Bapsai Tal.Kalyan (Un-Aided)",,350319110,,Stage-I,GOPEN GST GNTD GOBC GSEBC LSC LST LNTA LNTC LOBC PWD-O DEF-O,47466,,2,2024
4004,"Government College of Engineering, Chandrapur (Government)",,400437210,,Stage-I,GOPEN GSC GST GNTA GNTD GOBC LOPEN LOBC LSEBC,21533,,2,2024
4004,"Government College of Engineering, Chandrapur (Government)",,400437210,,Stage-II,GOPEN GSC GST GNTA GNTD GOBC LOPEN LOBC LSEBC,10750,82.82,2,2024
4005,"Laxminarayan Institute of Technology, Nagpur (University Department)",,400550710,,Stage-I,GSEBC LST,794,92.83,2,2024
4005,"Laxminarayan Institute of Technology, Nagpur (University Department)",,400552410,,Stage-I,GOPEN GSC GOBC LOPEN,31620,71.8,2,2024
4104,"Kavi Kulguru Institute of Technology & Science, Ramtek (Un-Aided)",,410419110,,Stage-I,GOPEN GSC LOPEN,37672,68.74,2,2024
4104,"Kavi Kulguru Institute of Technology & Science, Ramtek (Un-Aided)",,410425110,,Stage-I,GOPEN GOBC LOPEN LSC LST LNTA LSEBC,39018,,2,2024
4116,"Ankush Shikshan Sansthas G.H.Raisoni College of Engineering, Nagpur (Un-Aided Autonomous Linguistic Minority - Hindi)",,411626010,,Stage-I,GOPEN MI-MH,13203,81.31,2,2024
4116,"Ankush Shikshan Sansthas G.H.Raisoni College of Engineering, Nagpur (Un-Aided Autonomous Linguistic Minority - Hindi)",,411626710,,Stage-I,GOPEN MI-MH,15174,80.17,2,2024
4116,"Ankush Shikshan Sansthas G.H.Raisoni College of Engineering, Nagpur (Un-Aided Autonomous Linguistic Minority - Hindi)",,411629310,,Stage-I,LOPEN MI-MH,2889,89.22,2,2024
4116,"Ankush Shikshan Sansthas G.H.Raisoni College of Engineering, Nagpur (Un-Aided Autonomous Linguistic Minority - Hindi)",,411637210,,Stage-I,GOPEN MI-MH,19037,78.0,2,2024
4116,"Ankush Shikshan Sansthas G.H.Raisoni College of Engineering, Nagpur (Un-Aided Autonomous Linguistic Minority - Hindi)",,411637610,,Stage-I,GOPEN MI-MH,28286,73.41,2,2024
4116,"Ankush Shikshan Sansthas G.H.Raisoni College of Engineering, Nagpur (Un-Aided Autonomous Linguistic Minority - Hindi)",,411661210,,Stage-I,GOPEN LOPEN MI-MH,18027,78.55,2,2024
4116,"Ankush Shikshan Sansthas G.H.Raisoni College of Engineering, Nagpur (Un-Aided Autonomous Linguistic Minority - Hindi)",,411699710,,Stage-I,LOPEN MI MI-MH,15576,79.94,2,2024
4123,"Lokmanya Tilak Jankalyan Shikshan Sanstha, Priyadarshani College of Engineering, Nagpur (Un-Aided Autonomous Linguistic Minority - Hindi)",,412300210,,Stage-I,GOPEN MI-MH,42183,66.05,2,2024
4123,"Lokmanya Tilak Jankalyan Shikshan Sanstha, Priyadarshani College of Engineering, Nagpur (Un-Aided Autonomous Linguistic Minority - Hindi)",,412319110,,Stage-I,GOPEN LOPEN MI MI-MH,23478,75.74,2,2024
4123,"Lokmanya Tilak Jankalyan Shikshan Sanstha, Priyadarshani College of Engineering, Nagpur (Un-Aided Autonomous Linguistic Minority - Hindi)",,412324610,,Stage-I,GOPEN LOPEN MI MI-MH,11863,82.11,2,2024
4123,"Lokmanya Tilak Jankalyan Shikshan Sanstha, Priyadarshani College of Engineering, Nagpur (Un-Aided Autonomous Linguistic Minority - Hindi)",,412325110,,Stage-I,GOPEN MI MI-MH,12783,81.54,2,2024
4123,"Lokmanya Tilak Jankalyan Shikshan Sanstha, Priyadarshani College of Engineering, Nagpur (Un-Aided Autonomous Linguistic Minority - Hindi)",,412326510,,Stage-I,GOPEN LOPEN MI-MH,29115,73.03,2,2024
4123,"Lokmanya Tilak Jankalyan Shikshan Sanstha, Priyadarshani College of Engineering, Nagpur (Un-Aided Autonomous Linguistic Minority - Hindi)",,412329310,,Stage-I,GOPEN MI-MH,15088,80.22,2,2024
4123,"Lokmanya Tilak Jankalyan Shikshan Sanstha, Priyadarshani College of Engineering, Nagpur (Un-Aided Autonomous Linguistic Minority - Hindi)",,412335610,,Stage-I,GOPEN LOPEN MI-MH,22851,76.06,2,2024
4123,"Lokmanya Tilak Jankalyan Shikshan Sanstha, Priyadarshani College of Engineering, Nagpur (Un-Aided Autonomous Linguistic Minority - Hindi)",,412337010,,Stage-I,GOPEN LOPEN MI-MH,33383,70.94,2,2024
4123,"Lokmanya Tilak Jankalyan Shikshan Sanstha, Priyadarshani College of Engineering, Nagpur (Un-Aided Autonomous Linguistic Minority - Hindi)",,412337210,,Stage-I,LOPEN MI-MH,24106,75.43,2,2024
4123,"Lokmanya Tilak Jankalyan Shikshan Sanstha, Priyadarshani College of Engineering, Nagpur (Un-Aided Autonomous Linguistic Minority - Hindi)",,412350710,,Stage-I,GOPEN MI-MH,37031,69.11,2,2024
4123,"Lokmanya Tilak Jankalyan Shikshan Sanstha, Priyadarshani College of Engineering, Nagpur (Un-Aided Autonomous Linguistic Minority - Hindi)",,412361210,,Stage-I,GOPEN LOPEN MI-MH,24877,,2,2024
4123,"Lokmanya Tilak Jankalyan Shikshan Sanstha, Priyadarshani College of Engineering, Nagpur (Un-Aided Autonomous Linguistic Minority - Hindi)",,412361210,,Stage-II,GOPEN LOPEN MI-MH,31398,71.9,2,2024
4123,"Lokmanya Tilak Jankalyan Shikshan Sanstha, Priyadarshani College of Engineering, Nagpur (Un-Aided Autonomous Linguistic Minority - Hindi)",,412399510,,Stage-I,GOPEN LOPEN MI MI-MH,18625,78.23,2,2024
4133,"Sanmarg Shikshan Sansthas Smt. Radhikatai Pandav College of Engineering, Nagpur (Un-Aided)",,413324510,,Stage-I,GOPEN GSC GNTD GOBC GSEBC LNTA LOBC,47770,,2,2024
4133,"Sanmarg Shikshan Sansthas Smt. Radhikatai Pandav College of Engineering, Nagpur (Un-Aided)",,413329310,,Stage-I,GOPEN GSC GOBC GSEBC LSC LNTB LNTC LOBC,48323,,2,2024
4134,"Guru Nanak Institute of Engineering & Technology,Kalmeshwar, Nagpur (Un-Aided)",,413491210,,Stage-I,GOPEN GST GOBC LOPEN,47721,59.44,2,2024
4135,"Amar Seva Mandals Shree Govindrao Vanjari College of Engineering & Technology, Nagpur (Un-Aided)",,413561210,,Stage-I,GST GSEBC LOPEN LST LNTA LNTB LNTC LNTD LOBC LSEBC,26010,,2,2024
4136,"Lokmanya Tilak Jankalyan Shikshan Sastha, Priyadarshini J. L. College Of Engineering, Nagpur (Un-Aided Autonomous Linguistic Minority - Hindi)",,413619110,,Stage-I,GOPEN LOPEN MI-MH,32076,71.58,2,2024
4136,"Lokmanya Tilak Jankalyan Shikshan Sastha, Priyadarshini J. L. College Of Engineering, Nagpur (Un-Aided Autonomous Linguistic Minority - Hindi)",,413624210,,Stage-I,GOPEN LOPEN MI MI-MH,21680,76.63,2,2024
4136,"Lokmanya Tilak Jankalyan Shikshan Sastha, Priyadarshini J. L. College Of Engineering, Nagpur (Un-Aided Autonomous Linguistic Minority - Hindi)",,413629310,,Stage-I,GOPEN LOPEN MI-MH,24159,75.39,2,2024
4136,"Lokmanya Tilak Jankalyan Shikshan Sastha, Priyadarshini J. L. College Of Engineering, Nagpur (Un-Aided Autonomous Linguistic Minority - Hindi)",,413637210,,Stage-I,GOPEN LOPEN MI-MH,33140,71.06,2,2024
4136,"Lokmanya Tilak Jankalyan Shikshan Sastha, Priyadarshini J. L. College Of Engineering, Nagpur (Un-Aided Autonomous Linguistic Minority - Hindi)",,413699710,,Stage-I,GOPEN MI-MH,24791,75.09,2,2024
4137,"Sir Shantilal Badjate Charitable Trusts S. B. Jain Institute of technology, Management & Research, Nagpur (Un-Aided Autonomous Linguistic Minority - Hindi)",,413724210,,Stage-I,GOPEN LOPEN MI MI-MH,23628,75.66,2,2024
4137,"Sir Shantilal Badjate Charitable Trusts S. B. Jain Institute of technology, Management & Research, Nagpur (Un-Aided Autonomous Linguistic Minority - Hindi)",,413737210,,Stage-I,GOPEN MI-MH,30186,72.5,2,2024
4137,"Sir Shantilal Badjate Charitable Trusts S. B. Jain Institute of technology, Management & Research, Nagpur (Un-Aided Autonomous Linguistic Minority - Hindi)",,413761210,,Stage-I,GOPEN MI MI-MH,29017,73.08,2,2024
