college_code,college_name,institute_type,choice_code,branch,stage,category,rank,percentile,round,academic_year
3471,"New Horizon Institute of Technology & Management, Thane (un-aided)",,347162410,,Stage-I,GOPENGSCLOPEN,34969,,1,2024
3471,"New Horizon Institute of Technology & Management, Thane (un-aided)",,347199510,,Stage-I,GOPENGSCGNTCGOBCLOPENLNTAEWS,25494,,1,2024
3475,"A. P. Shah Institute of Technology, Thane (un-aided Religious Minority - Jain)",,347561210,,Stage-I,GOPENLOPEN,38956,,1,2024
3503,"Indala College of Engineering, Bapsai Tal.kalyan (un-aided)",,350319110,,Stage-I,GOPENGSCGNTAGNTBGNTCGOBCLOPENLSCLOBC,44626,,1,2024
3503,"Indala College of Engineering, Bapsai Tal.kalyan (un-aided)",,350324610,,Stage-I,GOPENGSCGNTAGNTBGNTCGOBCLOPENLSCLNTCLOBC,32759,,1,2024
4004,"Government College of Engineering, Chandrapur (government)",,400437210,,Stage-I,GOPENGSCGNTAGOBCLOPENLOBCLSEBCEWS,16294,,1,2024
4005,"Laxminarayan Institute of Technology, Nagpur (university Department)",,400552910,,Stage-I,GOPENLOBC,10010,,1,2024
4104,"Kavi Kulguru Institute of Technology & Science, Ramtek (un-aided)",,410425110,,Stage-I,GOPENGOBCLOPENLSCLSEBC,28384,,1,2024
4104,"Kavi Kulguru Institute of Technology & Science, Ramtek (un-aided)",,410429310,,Stage-I,GOPENGSCGOBCLOPENLSC,39020,,1,2024
4123,"Lokmanya Tilak Jankalyan Shikshan Sanstha, Priyadarshani College of Engineering, Nagpur (un-aided Autonomous Linguistic Minority - Hindi)",,412361210,,Stage-I,GOPENLOPENMI,18447,,1,2024
4133,"Sanmarg Shikshan Sansthas Smt. Radhikatai Pandav College of Engineering, Nagpur (un-aided)",,413329310,,Stage-I,GOPENGSCGOBCLOPENLSCLSTLNTBLOBCEWS,36170,,1,2024
4133,"Sanmarg Shikshan Sansthas Smt. Radhikatai Pandav College of Engineering, Nagpur (un-aided)",,413361210,,Stage-I,GOPENGSCGOBCLOPEN,47337,,1,2024
4134,"Guru Nanak Institute of Engineering & Technology,kalmeshwar, Nagpur (un-aided)",,413424210,,Stage-I,GOPENGSCGNTBGOBCLOPENLSCLNTALNTCLOBC,34802,,1,2024
4134,"Guru Nanak Institute of Engineering & Technology,kalmeshwar, Nagpur (un-aided)",,413499710,,Stage-I,GOPENGSCGNTBLOPEN,45081,,1,2024
4135,"Amar Seva Mandals Shree Govindrao Vanjari College of Engineering & Technology, Nagpur (un-aided)",,413519110,,Stage-I,GOPENGSCGOBCLOPENLSC,43582,,1,2024
4139,"Samridhi Sarwajanik Charitable Trust, Jhulelal Institute of Technology, Nagpur (un-aided Autonomous Linguistic Minority - Sindhi)",,413961210,,Stage-I,GOPENLOPEN,35992,,1,2024
4141,"Shriram Gram Vikas Shikshan Sanstha, Vilasrao Deshmukh College of Engineering and Technology, Nagpur (un-aided)",,414119110,,Stage-I,GOPENGSCGSTGOBCLOPEN,48528,,1,2024
4142,"Ankush Shikshan Sansthas G. H. Raisoni Institute of Engineering & Technology, Nagpur (un-aided Autonomous Linguistic Minority - Hindi)",,414261210,,Stage-I,GOPENLOPENMI,20709,,1,2024
4143,"Sanmarg Shikshan Sanstha, Mandukarrao Pandav College of Engineering, Bhandara (un-aided)",,414324510,,Stage-I,PWDROBCGOPENGSCGOBCLOPENLSCLNTBLOBCEWS,29050,,1,2024
4144,"Shri. Sai Shikshan Sanstha, Nagpur Institute of Technology, Nagpur (un-aided)",,414419110,,Stage-I,GOPENGSCGOBCLOPENLSTLOBC,48901,,1,2024
4144,"Shri. Sai Shikshan Sanstha, Nagpur Institute of Technology, Nagpur (un-aided)",,414429310,,Stage-I,GOPENGSCGOBCLOPENLOBC,31586,,1,2024
4144,"Shri. Sai Shikshan Sanstha, Nagpur Institute of Technology, Nagpur (un-aided)",,414461210,,Stage-I,GOPENGSCLOPEN,38380,,1,2024
4145,"Wainganga College of Engineering and Management, Dongargaon, Nagpur (un-aided)",,414561210,,Stage-I,GOPENGSCGOBCLOPEN,48873,,1,2024
4147,"K.d.k. College of Engineering, Nagpur (un-aided)",,414724210,,Stage-I,PWDROBCGOPENGSCGSTGNTAGOBCGSEBCLOPENLSCLNTBLNTDLOBCEWS,24703,,1,2024
4147,"K.d.k. College of Engineering, Nagpur (un-aided)",,414724610,,Stage-I,GOPENGOBCLOPENLSCLOBCLSEBCEWS,25252,,1,2024
4151,"Vidarbha Bahu-uddeshiya Shikshan Sansthas Tulshiramji Gaikwad Patil College of Engineering & Technology, Nagpur (un-aided Autonomous)",,415100210,,Stage-I,GOPENGSCLOPENEWS,39211,,1,2024
4151,"Vidarbha Bahu-uddeshiya Shikshan Sansthas Tulshiramji Gaikwad Patil College of Engineering & Technology, Nagpur (un-aided Autonomous)",,415119110,,Stage-I,GOPENGSTGNTAGOBCLOPENLSC,24660,,1,2024
4163,Rajiv Gandhi College of Engineering Research & Technology Chandrapur (un-aided),,416324210,,Stage-I,GOPENGSCGSTGOBCGSEBCLOPENLSCLNTAEWS,24390,,1,2024
4163,Rajiv Gandhi College of Engineering Research & Technology Chandrapur (un-aided),,416329310,,Stage-I,GOPENGSCGOBCLOPENLST,36830,,1,2024
4163,Rajiv Gandhi College of Engineering Research & Technology Chandrapur (un-aided),,416337010,,Stage-I,GOPENGSTGOBCLOPENLSCLOBC,40807,,1,2024
4163,Rajiv Gandhi College of Engineering Research & Technology Chandrapur (un-aided),,416370110,,Stage-I,GOPENGSCGOBCLOPENLSTLNTCLOBCEWS,31170,,1,2024
4177,"Priyadarshini Bhagwati College of Engineering, Harpur Nagar, Umred Road,nagpur (un-aided Linguistic Minority - Hindi)",,417761210,,Stage-I,GOPENLOPEN,43414,,1,2024
4181,"Swaminarayan Siddhanta Institute of Technology, Nagpur (un-aided)",,418119110,,Stage-I,GOPENGSCGNTBGOBCLOPENLSCLOBCEWS,47312,,1,2024
4188,"Krushi Jivan Vikas Pratishthan, Ballarpur Institute of Technology, Mouza Bamni (un-aided)",,418837210,,Stage-I,GOPENLOPENLOBC,42432,,1,2024
4188,"Krushi Jivan Vikas Pratishthan, Ballarpur Institute of Technology, Mouza Bamni (un-aided)",,418861210,,Stage-I,GOPENGSCGOBCLOPENEWS,38296,,1,2024
4190,"M.d. Yergude Memorial Shikshan Prasarak Mandals Shri Sai College of Engineering & Technology, Badravati (un-aided)",,419019110,,Stage-I,GOPENGNTBLOPEN,41101,,1,2024
4190,"M.d. Yergude Memorial Shikshan Prasarak Mandals Shri Sai College of Engineering & Technology, Badravati (un-aided)",,419024210,,Stage-I,GOPENGSCGOBCLOPENLSTEWS,35349,,1,2024
4190,"M.d. Yergude Memorial Shikshan Prasarak Mandals Shri Sai College of Engineering & Technology, Badravati (un-aided)",,419061210,,Stage-I,GOPENGSCGOBCGSEBCLOPEN,32885,,1,2024
4192,"Maitraya Education Society, Nagarjuna Institute of Engineering Technology & Management, Nagpur (un-aided)",,419219110,,Stage-I,GOPENGOBCLOPEN,46932,,1,2024
4193,"K.d.m. Education Society, Vidharbha Institute of Technology,umred Road ,nagpur (un-aided Linguistic Minority - Hindi)",,419361210,,Stage-I,GOPENLOPEN,40409,,1,2024
4285,"V M Institute of Engineering and Technology, Dongargaon, Nagpur (un-aided)",,428519110,,Stage-I,GOPENGSCGSTGNTAGNTCGOBCLOPENLSCLOBCEWS,47087,,1,2024
4285,"V M Institute of Engineering and Technology, Dongargaon, Nagpur (un-aided)",,428524610,,Stage-I,GOPENGSCGSTGNTBGOBCLOPENLSCLNTCLOBC,44595,,1,2024
4613,"Suryodaya College of Engineering & Technology, Nagpur (un-aided)",,461319110,,Stage-I,GOPENGSCGOBCLOPENLNTA,39967,,1,2024
4649,"Bajaj Institute of Technology, Wardha (un-aided Linguistic Minority - Hindi)",,464919110,,Stage-I,GOPENLOPEN,44650,,1,2024
5003,"University Institute of Chemical Technology, North Maharashtra University, Jalgaon (university Department)",,500350810,,Stage-I,GOPENLOPEN,48577,,1,2024
5003,"University Institute of Chemical Technology, North Maharashtra University, Jalgaon (university Department)",,500352310,,Stage-I,GOBCLOPENLSCEWS,22803,,1,2024
5103,"Shri Shivaji Vidya Prasarak Sansthas Late Bapusaheb Shivaji Rao Deore College of Engineering,dhule (un-aided)",,510319110,,Stage-I,GOPENGSCGSTGNTBGOBCGSEBCLOPENLSCLNTALNTDLOBC,44813,,1,2024
5106,"Khandesh College Education Societys College of Engineering and Management, Jalgaon (un-aided)",,510629310,,Stage-I,GOPENGSCGSTGNTBGOBCLOPENLOBCPWDO,42007,,1,2024
5108,"Maratha Vidya Prasarak Samajs Karmaveer Adv. Baburao Ganpatrao Thakare College of Engineering, Nashik (un-aided)",,510846410,,Stage-I,GOPENGSCGOBCLOPENLSEBCEWS,31570,,1,2024
5109,"Sandip Foundation, Sandip Institute of Technology and Research Centre, Mahiravani, Nashik (un-aided Autonomous)",,510929310,,Stage-I,GOPENGSCGSTGNTAGOBCGSEBCLOPENLSCLNTCEWS,41483,,1,2024
5124,"Jagadamba Education Soc. Nashiks S.n.d. College of Engineering & Reserch, Babulgaon (un-aided)",,512461210,,Stage-I,GOPENGSCGSTGNTBGOBCLOPENLNTDLOBC,36727,,1,2024
5124,"Jagadamba Education Soc. Nashiks S.n.d. College of Engineering & Reserch, Babulgaon (un-aided)",,512462410,,Stage-I,GOPENGNTDGOBCLOPENLOBC,47992,,1,2024
5125,"Pravara Rural Education Societys Sir Visvesvaraya Institute of Technology, Chincholi Dist. Nashik (un-aided)",,512550710,,Stage-I,GOPENGOBCLOPENLOBCEWS,47531,,1,2024
5130,"Brahma Valley College of Engineering & Research, Trimbakeshwar, Nashik (un-aided)",,513019110,,Stage-I,GOPENGSCGSTGNTBGNTCGOBCLOPENLSCLSTLNTDLOBC,27366,,1,2024
5139,"Pravara Rural College of Engineering, Loni, Pravaranagar, Ahmednagar. (un-aided)",,513950710,,Stage-I,GOPENGOBCGSEBCLOPENLOBCEWS,30058,,1,2024
5139,"Pravara Rural College of Engineering, Loni, Pravaranagar, Ahmednagar. (un-aided)",,513961210,,Stage-I,GOPENGSCGOBCLOPENLOBCLSEBC,38521,,1,2024
5139,"Pravara Rural College of Engineering, Loni, Pravaranagar, Ahmednagar. (un-aided)",,513991610,,Stage-I,GOPENGOBCLSCLSEBC,38839,,1,2024
5151,"Met Bhujbal Knowledge City Met Leagues Engineering College, Adgaon, Nashik. (un-aided)",,515129310,,Stage-I,GOPENGSCGSTGOBCGSEBCLOPENLNTALNTCLOBCEWS,43496,,1,2024
5151,"Met Bhujbal Knowledge City Met Leagues Engineering College, Adgaon, Nashik. (un-aided)",,515161210,,Stage-I,GOPENGSCGSTGNTBGNTCGNTDGOBCGSEBCLOPENLSCLNTALOBCEWS,40417,,1,2024
5152,"G. H. Raisoni Institute of Business Management,jalgaon (un-aided Autonomous Linguistic Minority - Hindi)",,515219110,,Stage-I,GOPENLOPEN,48915,,1,2024
5152,"G. H. Raisoni Institute of Business Management,jalgaon (un-aided Autonomous Linguistic Minority - Hindi)",,515261210,,Stage-I,GOPENLOPENMI,32108,,1,2024
5169,"Nagaon Education Societys Gangamai College of Engineering, Nagaon, Tal Dist Dhule (un-aided)",,516924510,,Stage-I,GOPENGSCGOBCGSEBCLOPENLNTALNTCLOBCEWS,43403,,1,2024
5171,"Godavari Foundations Godavari College of Engineering, Jalgaon (un-aided)",,517124510,,Stage-I,GOPENGSCGOBCLOPENLSCLNTBLNTCLOBCEWS,23641,,1,2024
5171,"Godavari Foundations Godavari College of Engineering, Jalgaon (un-aided)",,517126310,,Stage-I,GOPENGSCGOBCLOPENLNTCEWS,41252,,1,2024
5172,"R. C. Patel Institute of Technology, Shirpur (un-aided Autonomous Linguistic Minority - Gujarathi)",,517261210,,Stage-I,GOPENLOPEN,42517,,1,2024
5173,"Snjbs Late Sau. Kantabai Bhavarlalji Jain College of Engineering, (jain Gurukul), Neminagar,chandwad,(nashik) (un-aided Religious Minority - Jain)",,517319110,,Stage-I,GOPENLOPEN,43558,,1,2024
5177,"Matoshri College of Engineering and Research Centre, Eklahare, Nashik (un-aided)",,517724610,,Stage-I,DEFRSEBCGOPENGSCGNTBGOBCGSEBCLOPENLSCLSTLNTCLOBCEWS,39951,,1,2024
5177,"Matoshri College of Engineering and Research Centre, Eklahare, Nashik (un-aided)",,517729310,,Stage-I,GOPENGSCGSTGNTAGNTCGOBCGSEBCLOPENLSCLNTDLOBCLSEBC,45803,,1,2024
5177,"Matoshri College of Engineering and Research Centre, Eklahare, Nashik (un-aided)",,517737210,,Stage-I,GOPENGSCGNTCGOBCGSEBCLOPENLSCLNTALOBCEWS,45655,,1,2024
5179,"Vishwabharati Academys College of Engineering, Ahmednagar (un-aided)",,517919110,,Stage-I,GOPENGSCGNTDGOBCLOPENEWS,41487,,1,2024
5179,"Vishwabharati Academys College of Engineering, Ahmednagar (un-aided)",,517926310,,Stage-I,GOPENGSCGNTCGOBCGSEBCLOPENLSCLNTALNTBLOBCLSEBCEWS,42515,,1,2024
5179,"Vishwabharati Academys College of Engineering, Ahmednagar (un-aided)",,517984410,,Stage-I,GOPENGSCGNTBGNTCGOBCLOPENLSCLOBC,45160,,1,2024
5181,"Gokhale Education Societys, R.h. Sapat College of Engineering, Management Studies and Research, Nashik (un-aided)",,518119110,,Stage-I,GOPENGSCGSTGNTBGNTDGOBCLOPENLSCLSTLOBC,45966,,1,2024
5181,"Gokhale Education Societys, R.h. Sapat College of Engineering, Management Studies and Research, Nashik (un-aided)",,518129310,,Stage-I,GOPENGSCGSTGNTBGNTCGNTDGOBCGSEBCLOPENLSCLNTALNTBLOBCLSEBCDEFOEWS,35405,,1,2024
5182,"Kalyani Charitable Trust, Late Gambhirrao Natuba Sapkal College of Engineering, Anjaneri, Trimbakeshwar Road, Nashik (un-aided)",,518229310,,Stage-I,GOPENGSCGSTGNTDGOBCLOPENLSTLNTCLOBC,31879,,1,2024
5184,"Amruta Vaishnavi Education & Welfare Trusts Shatabdi Institute of Engineering & Research, Agaskhind Tal. Sinnar (un-aided Religious Minority - Christian)",,518461210,,Stage-I,GOPENLOPEN,42863,,1,2024
5244,"Mets Institute of Technology Polytechnic, Bhujbal Knowledge City, Adgaon Nashik (un-aided)",,524492210,,Stage-I,GOPENGSCGNTDGOBCLOPEN,48636,,1,2024
5303,"Hon. Shri. Babanrao Pachpute Vichardhara Trust, Group of Institutions (integrated Campus)-parikrama, Kashti Shrigondha, (un-aided)",,530319110,,Stage-I,GOPENLOPEN,48963,,1,2024
5303,"Hon. Shri. Babanrao Pachpute Vichardhara Trust, Group of Institutions (integrated Campus)-parikrama, Kashti Shrigondha, (un-aided)",,530361210,,Stage-I,GOPENGSCGNTBGNTCGOBCLOPENEWS,31739,,1,2024
5303,"Hon. Shri. Babanrao Pachpute Vichardhara Trust, Group of Institutions (integrated Campus)-parikrama, Kashti Shrigondha, (un-aided)",,530384410,,Stage-I,GOPENGSCGOBCLOPENLNTCLOBCEWS,30960,,1,2024
5322,"Jamia Institute of Engineering and Management Studies, Akkalkuwa (un-aided Religious Minority - Muslim)",,532229310,,Stage-I,GOPENLOPENMI,46465,,1,2024
5330,"Pune Vidyarthi Grihaâ€™s College of Engineering & Shrikrushna S. Dhamankar Institute of Management, Nashik (un-aided)",,533061210,,Stage-I,GOPENGSCGSTGNTCGOBCLOPEN,47333,,1,2024
5365,"Vardhaman Education & Welfare Society,ahinsa Polytechnic, Post. Dondaicha, Dhule (un-aided Religious Minority - Jain)",,536529310,,Stage-I,GOPENLOPEN,41020,,1,2024
5365,"Vardhaman Education & Welfare Society,ahinsa Polytechnic, Post. Dondaicha, Dhule (un-aided Religious Minority - Jain)",,536561210,,Stage-I,GOPENLOPEN,46900,,1,2024
5380,"Adsuls Technical Campus, Chas Dist. Ahmednagar (un-aided)",,538024510,,Stage-I,GOPENGSCGSTGNTAGNTCGNTDGOBCGSEBCLOPENLSCLNTALNTBLNTDLOBCLSEBCDEFOEWS,22513,,1,2024
5381,"Shri. Jaykumar Rawal Institute of Technology, Dondaicha. (un-aided)",,538124210,,Stage-I,PWDROBCGOPENGSCGNTBGOBCLOPENLSCLNTALNTCLOBC,38922,,1,2024
5382,"Ahmednagar Jilha Maratha Vidya Prasarak Samajache, Shri. Chhatrapati Shivaji Maharaj College of Engineering, Nepti (un-aided)",,538237210,,Stage-I,GOPENGSCGNTCGOBCLOPENLSC,34707,,1,2024
5390,"K.v.n. Naik S. P. Sansths Loknete Gopinathji Munde Institute of Engineering Education & Research, Nashik. (un-aided)",,539029310,,Stage-I,GOPENGSCGSTGOBCGSEBCLOPENLSCLNTCLNTDLOBC,41986,,1,2024
5390,"K.v.n. Naik S. P. Sansths Loknete Gopinathji Munde Institute of Engineering Education & Research, Nashik. (un-aided)",,539061210,,Stage-I,GOPENGSCGNTBGNTDGOBCLOPENLNTBLOBC,43538,,1,2024
5396,"College of Engineering and Technology ,north Maharashtra Knowledge City, Jalgaon (un-aided)",,539619110,,Stage-I,GOPENGNTBGOBCLOPENLNTCLOBC,37009,,1,2024
5396,"College of Engineering and Technology ,north Maharashtra Knowledge City, Jalgaon (un-aided)",,539624510,,Stage-I,GOPENGSCGNTAGNTCGOBCLOPENLSTLOBCEWS,44424,,1,2024
5399,"Sanghavi College of Engineering, Varvandi, Nashik. (un-aided)",,539929310,,Stage-I,GOPENGSCGSTGNTDGOBCLOPENLSCLSTLOBC,41212,,1,2024
5399,"Sanghavi College of Engineering, Varvandi, Nashik. (un-aided)",,539961210,,Stage-I,GOPENGSCGSTGNTDGOBCLOPEN,48784,,1,2024
5418,"Guru Gobind Singh College of Engineering & Research Centre, Nashik. (un-aided)",,541819110,,Stage-I,GOPENGSCGSTGNTAGNTBGNTCGNTDGOBCLOPENLSCLSTLOBCEWS,47257,,1,2024
5418,"Guru Gobind Singh College of Engineering & Research Centre, Nashik. (un-aided)",,541861210,,Stage-I,GOPENGSCGSTGNTCGNTDGOBCLOPENLNTBLOBCEWS,28132,,1,2024
5418,"Guru Gobind Singh College of Engineering & Research Centre, Nashik. (un-aided)",,541891610,,Stage-I,GOPENGSCGOBCLOPENLNTCEWS,19978,,1,2024
6005,"Government College of Engineering, Karad (government Autonomous)",,600524610,,Stage-I,GOPENGSEBCLOPENLSCLSTLOBCEWS,30513,,1,2024
6006,Coep Technological University (university Autonomous),,600661210,,Stage-I,DEFRSEBCGOPENGSCGSTGNTBGNTCGOBCGSEBCLOPENLSCLSTLOBCPWDRSCEWS,3645,,1,2024
6028,"Department of Technology, Shivaji University, Kolhapur (university Department)",,602819110,,Stage-I,GOPENGSCGNTAGNTBGNTCGNTDGOBCGSEBCLOPENLSCLNTBLOBCLSEBCPWDODEFOEWS,44397,,1,2024
6028,"Department of Technology, Shivaji University, Kolhapur (university Department)",,602850710,,Stage-I,GOPENLOPENEWS,47643,,1,2024
6122,"Tssmss Pd. Vasantdada Patil Institute of Technology, Bavdhan, Pune (un-aided)",,612219110,,Stage-I,GOPENGSCGNTAGNTBGNTCGOBCGSEBCLOPENLSCLNTBEWS,44768,,1,2024
6122,"Tssmss Pd. Vasantdada Patil Institute of Technology, Bavdhan, Pune (un-aided)",,612261210,,Stage-I,GOPENGSCGSTGNTBGNTCGNTDGOBCGSEBCLOPENDEFOEWS,31008,,1,2024
6138,"Genba Sopanrao Moze Trust Parvatibai Genba Moze College of Engineering,wagholi, Pune (un-aided)",,613819110,,Stage-I,GOPENGSCGNTAGNTBGNTCGNTDGOBCLOPENLSCLOBCEWS,45993,,1,2024
6138,"Genba Sopanrao Moze Trust Parvatibai Genba Moze College of Engineering,wagholi, Pune (un-aided)",,613837210,,Stage-I,GOPENGSCGNTAGNTBGNTCGOBCGSEBCLOPENLSCLNTDLOBCLSEBCEWS,30952,,1,2024
6138,"Genba Sopanrao Moze Trust Parvatibai Genba Moze College of Engineering,wagholi, Pune (un-aided)",,613861210,,Stage-I,GOPENGSCGNTBGOBCGSEBCLOPENLNTCLOBCEWS,21383,,1,2024
6146,"Mit Academy of Engineering,alandi, Pune (un-aided Autonomous)",,614650710,,Stage-I,GOPENGSCGNTBGOBCLOPENLSCLNTDLOBCLSEBCEWS,43462,,1,2024
6155,"G.h.raisoni College of Engineering & Management, Wagholi, Pune (un-aided Autonomous Linguistic Minority - Hindi)",,615561210,,Stage-I,GOPENLOPEN,25764,,1,2024
6178,"Sinhgad Technical Education Societys Smt. Kashibai Navale College of Engineering,vadgaon,pune (un-aided)",,617837210,,Stage-I,GOPENGSCGNTAGNTCGNTDGOBCGSEBCLOPENLSCLNTBLNTDLOBCLSEBCEWS,21082,,1,2024
6182,"Sinhgad Technical Education Society, Sinhgad Institute of Technology and Science, Narhe (ambegaon) (un-aided)",,618219110,,Stage-I,GOPENGSCGNTAGNTBGNTCGNTDGOBCGSEBCLOPENLSCLOBCLSEBC,47902,,1,2024
6182,"Sinhgad Technical Education Society, Sinhgad Institute of Technology and Science, Narhe (ambegaon) (un-aided)",,618237210,,Stage-I,GOPENGSCGNTBGOBCGSEBCLOPENLSCLNTALNTCLNTDLOBCLSEBCEWS,23545,,1,2024
6182,"Sinhgad Technical Education Society, Sinhgad Institute of Technology and Science, Narhe (ambegaon) (un-aided)",,618261210,,Stage-I,GOPENGNTCGOBCLOPEN,44312,,1,2024
6184,"K. J.s Educational Institut Trinity College of Engineering and Research, Pisoli, Haveli (un-aided)",,618419110,,Stage-I,GOPENLOPENEWS,48753,,1,2024
6184,"K. J.s Educational Institut Trinity College of Engineering and Research, Pisoli, Haveli (un-aided)",,618429310,,Stage-I,GOPENGSCGNTAGNTBGOBCGSEBCLOPENLSCLNTCLNTDLOBCLSEBCEWS,23860,,1,2024
6184,"K. J.s Educational Institut Trinity College of Engineering and Research, Pisoli, Haveli (un-aided)",,618437210,,Stage-I,GOPENGSCGNTCGOBCLOPENLNTALOBCLSEBCEWS,44608,,1,2024
6185,"Sinhagad Institute of Technology, Lonavala (un-aided)",,618529310,,Stage-I,GOPENGSCGNTBGNTCGNTDGOBCGSEBCLOPENLSCLNTALOBCLSEBCDEFOEWS,32461,,1,2024
6185,"Sinhagad Institute of Technology, Lonavala (un-aided)",,618537210,,Stage-I,GOPENGSCGNTAGNTBGNTCGOBCGSEBCLOPENLSCLNTDLOBCLSEBCEWS,23868,,1,2024
6206,"Pune District Education Associations College of Engineering, Pune (un-aided)",,620661210,,Stage-I,GOPENGSCGOBCLOPEN,43755,,1,2024
6207,"Dr. D. Y. Patil Unitech Societys Dr. D. Y. Patil Institute of Technology, Pimpri, Pune (un-aided)",,620746610,,Stage-I,GOPENGSCGOBCGSEBCLOPENLNTALNTCEWS,47515,,1,2024
6217,"Shri. Balasaheb Mane Shikshan Prasarak Mandals, Ashokrao Mane Group of Institutions (un-aided)",,621726310,,Stage-I,GOPENGSCGOBCGSEBCLOPENLSCLNTCLOBCLSEBC,34228,,1,2024
6217,"Shri. Balasaheb Mane Shikshan Prasarak Mandals, Ashokrao Mane Group of Institutions (un-aided)",,621737210,,Stage-I,GOPENGSCGNTBGNTCGOBCGSEBCLOPENLNTALOBCLSEBC,39019,,1,2024
6217,"Shri. Balasaheb Mane Shikshan Prasarak Mandals, Ashokrao Mane Group of Institutions (un-aided)",,621792110,,Stage-I,GOPENGSCGOBCLOPENLNTALNTCLOBCLSEBC,36514,,1,2024
6219,"Ksgbss Bharat- Ratna Indira Gandhi College of Engineering, Kegaon, Solapur (un-aided)",,621919110,,Stage-I,GOPENGSCLOPEN,47989,,1,2024
6219,"Ksgbss Bharat- Ratna Indira Gandhi College of Engineering, Kegaon, Solapur (un-aided)",,621961210,,Stage-I,GOPENGSCGOBCGSEBCLOPEN,47726,,1,2024
6222,"Dattajirao Kadam Technical Education Societys Textile & Engineering Institute, Ichalkaranji. (un-aided Autonomous)",,622261210,,Stage-I,GOPENGSCGNTBGOBCGSEBCLOPENLSCLNTCLOBCEWS,24381,,1,2024
6223,"Pradnya Niketan Education Societys Nagesh Karajagi Orchid College of Engineering & Technology, Solapur (un-aided)",,622319110,,Stage-I,GOPENGSCGNTAGOBCGSEBCLOPENLSCLNTALOBCEWS,41724,,1,2024
6267,"Kolhapur Institute of Technologys College of Engineering(autonomous), Kolhapur (un-aided Autonomous)",,626726210,,Stage-I,DEFRSEBCGOPENGSCGNTDGOBCGSEBCLOPENLSCLNTALNTCLOBCEWS,4732,,1,2024
6267,"Kolhapur Institute of Technologys College of Engineering(autonomous), Kolhapur (un-aided Autonomous)",,626792210,,Stage-I,GOPENGOBCLOPENLSCLNTBLOBCEWS,34949,,1,2024
6268,"Tatyasaheb Kore Institute of Engineering and Technology, Warananagar (un-aided Autonomous)",,626837210,,Stage-I,GOPENGSCGOBCGSEBCLOPENLSCLNTALNTCEWS,21273,,1,2024
6269,"Shetkari Shikshan Mandals Pad. Vasantraodada Patil Institute of Technology, Budhgaon, Sangli (un-aided)",,626919110,,Stage-I,GOPENGNTAGNTCGOBCGSEBCLOPENEWS,43241,,1,2024
6269,"Shetkari Shikshan Mandals Pad. Vasantraodada Patil Institute of Technology, Budhgaon, Sangli (un-aided)",,626950710,,Stage-I,GOPENGSCGNTCLOPENEWS,41303,,1,2024
6269,"Shetkari Shikshan Mandals Pad. Vasantraodada Patil Institute of Technology, Budhgaon, Sangli (un-aided)",,626961210,,Stage-I,GOPENGSCGNTAGNTBLOPEN,34345,,1,2024
6274,"Pune Vidyarthi Grihas College of Engineering and Technology and G K Pate(wani) Institute of Management, Pune (un-aided)",,627424510,,Stage-I,GOPENGOBCLOPENLSCLSTLSEBCEWS,41453,,1,2024
6277,"Dr. J. J. Magdum Charitable Trusts Dr. J.j. Magdum College of Engineering, Jaysingpur (un-aided)",,627719110,,Stage-I,GOPENGSCGNTBGNTCGOBCLOPENEWS,34509,,1,2024
6277,"Dr. J. J. Magdum Charitable Trusts Dr. J.j. Magdum College of Engineering, Jaysingpur (un-aided)",,627737210,,Stage-I,GOPENGSCGNTBGOBCGSEBCLOPENLSCLNTALNTCLOBCLSEBCEWS,32996,,1,2024
6278,"All India Shri Shivaji Memorial Societys College of Engineering, Pune (un-aided)",,627837810,,Stage-I,GOPENGSCGNTBGOBCGSEBCLOPENLNTCLOBCEWS,47134,,1,2024
6281,"Modern Education Societys College of Engineering, Pune (un-aided)",,628191610,,Stage-I,GOPENGSCGNTCGOBCGSEBCLOPENLSCLNTBLOBCEWS,20162,,1,2024
6284,"Vidya Pratishthans Kamalnayan Bajaj Institute of Engineering & Technology, Baramati Dist.pune (un-aided Autonomous)",,628461210,,Stage-I,GOPENGOBCGSEBCLOPENLSC,18866,,1,2024
6293,"Kai Amdar Bramhadevdada Mane Shikshan & Samajik Prathistans Bramhadevdada Mane Institute of Technology, Solapur (un-aided)",,629324210,,Stage-I,GOPENGSCGNTAGNTBGNTCGOBCGSEBCLOPENLSCLNTALOBCLSEBCEWS,48976,,1,2024
6293,"Kai Amdar Bramhadevdada Mane Shikshan & Samajik Prathistans Bramhadevdada Mane Institute of Technology, Solapur (un-aided)",,629329310,,Stage-I,GOPENGSCGNTAGNTCGOBCGSEBCLOPENLSCLOBCEWS,45839,,1,2024
6293,"Kai Amdar Bramhadevdada Mane Shikshan & Samajik Prathistans Bramhadevdada Mane Institute of Technology, Solapur (un-aided)",,629337210,,Stage-I,GOPENGSCGOBCLOPENLNTALNTCLOBCEWS,23919,,1,2024
6293,"Kai Amdar Bramhadevdada Mane Shikshan & Samajik Prathistans Bramhadevdada Mane Institute of Technology, Solapur (un-aided)",,629361210,,Stage-I,GOPENGOBCLOPENEWS,38470,,1,2024
